id,name,organization,country,state,city,address,latitude,longitude,phone,schedule,supply_types,accepts_volunteers,notes,is_active,created_at,updated_at
4979e4bc-4378-44d9-a89a-6bce9618ce55,Fundación Juntos Se Puede - Chapinero (Hotel Matisse),Fundación Juntos Se Puede,Colombia,Cundinamarca,Bogotá,KR 13 # 63-21 Local 111,4.649786,-74.063655,,,agua|alimentos|medicinas|ropa|higiene|bebes,false,"Centro de acopio en Bogotá, Colombia.",true,2026-06-28T20:59:36.189775+00:00,2026-06-28T20:59:36.189775+00:00
6bead9eb-2cf9-479a-bd5c-77935dafcf87,Los Olivos,Acción Solidaria,Venezuela,Miranda,Caracas,"Quinta los Olivos, Av. Orinoco, Caracas 1050, Miranda, Venezuela",10.4900241,-66.8756492,04243339037,Lun - Vie 9:00 am - 4:00 pm,agua|alimentos|medicinas|higiene|ropa,false,,true,2026-06-28T20:46:51.703909+00:00,2026-06-28T20:46:51.703909+00:00
ca828b76-b7ad-4291-a12d-ec6b65747ae2,CANTACLARO,Teatro Cantaclaro,Venezuela,Distrito Capital,Caracas,"F3WF+RMP, Avenida Sur 16, Caracas 1014, Distrito Capital, Venezuela",10.4975325,-66.9255507,04248923136,,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,true,,true,2026-06-28T20:21:41.942977+00:00,2026-06-28T20:21:41.942977+00:00
6f66400f-c978-4e1b-9ed3-b1ac1ac091ff,Wynwood Park,Wynwood Park (organizaciones unidas),Venezuela,Carabobo,Valencia,"Av. Salvador Feo La Cruz Nte. Sur, sector La Granja, Naguanagua 2005",10.237523,-70.006412,,,agua|ropa|alimentos|higiene|bebes|medicinas|mascotas,false,,true,2026-06-28T20:18:42.861062+00:00,2026-06-28T20:18:42.861062+00:00
aaa8cb4d-044c-4152-816d-1273c069bae0,Centro de Acopio Activo El Remanso,Centro de Acopio Activo El Remanso,Venezuela,Carabobo,San Diego,"El Remanso, San Diego 2006, Carabobo, Venezuela",10.2622756,-67.9605603,+58 424-4361016,A partir de las 6:00 PM (Desde el 25 de junio de 2026),agua|ropa|bebes|alimentos|higiene|medicinas,false,,true,2026-06-28T16:50:34.535288+00:00,2026-06-28T16:50:34.535288+00:00
88a3a7a4-ed6d-4a2c-8e27-75f839e00d06,Mujeres de San Diego en Vanguardia,Mujeres de San Diego en Vanguardia,Venezuela,Carabobo,San Diego,"Terrazas de San Diego, San Diego 2006, Carabobo, Venezuela",10.2232854,-67.9680123,,4 pm a 6 pm,agua|ropa|bebes|alimentos|higiene|medicinas,false,,true,2026-06-28T16:48:27.179298+00:00,2026-06-28T16:48:27.179298+00:00
025c3018-fa75-4bab-a41a-c3bf8757c61e,Sede de los Bomberos Municipales / Alcaldía Socialista de Puerto Cabello,Sede de los Bomberos Municipales / Alcaldía Socialista de Puerto Cabello,Venezuela,Carabobo,Puerto Cabello,"C. Juncal, Puerto Cabello 2050, Carabobo, Venezuela",10.4699307,-68.0148343,,,agua|ropa|bebes|alimentos|higiene|medicinas,false,,true,2026-06-28T16:48:26.751446+00:00,2026-06-28T16:48:26.751446+00:00
a1ade883-0388-4576-b727-47f01eda6c56,colegio Cristo rey,Promo 40,Venezuela,Carabobo,Valencia,"6X8C+434, 4 Avenidas, Valencia 2001, Carabobo, Venezuela",10.2152599,-68.0297836,0412 1424693,Sab 8am a 2pm,agua|alimentos|medicinas|ropa|higiene|herramientas|bebes|mascotas|otros,false,,true,2026-06-28T16:38:41.363415+00:00,2026-06-28T16:38:41.363415+00:00
e3ae7378-9e24-4fe1-871d-eac188ce5528,Sede de Rotary Puerto la Cruz,"Rotary Puerto la Cruz, Rotaract Costa Oriental Maura Osorio h Rotaract Costa de Margarita",Venezuela,Anzoátegui,Lechería,"C.C. La Concha, Av Diego Bautista Urbaneja, Lechería 6016, Anzoátegui, Venezuela",10.1827488,-64.689165,4148389545,Vie-Dom 9am a 5pm,agua|alimentos|medicinas|ropa|higiene|herramientas|bebes|mascotas,true,,true,2026-06-28T16:37:58.690449+00:00,2026-06-28T16:37:58.690449+00:00
73b2c876-91e1-4436-8bf6-b3883d76b93f,Primo Cafe,Montero Extremo,Venezuela,Carabobo,Naguanagua,"Naguanagua 2005, Carabobo, Venezuela",10.2475671,-68.013354,,,agua|ropa|bebes|mascotas|higiene|alimentos|medicinas|herramientas,false,,true,2026-06-28T16:37:45.991049+00:00,2026-06-28T16:37:45.991049+00:00
5c092132-d8c5-4ca4-a0d9-780693bc4173,Hotel Manantial,Camara de Comercio,Venezuela,Carabobo,Naguanagua,"Vía de servicio, con Av papal de Manantial, Naguanagua 2005, Carabobo, Venezuela",10.2658644,-68.0054249,,,agua|alimentos|higiene|bebes|mascotas|herramientas|medicinas,false,,true,2026-06-28T16:37:44.781028+00:00,2026-06-28T16:37:44.781028+00:00
2b2c41bc-5694-482a-8b88-a46db5887a62,Sistema Integrado,Proteccion Civil,Venezuela,Carabobo,Valencia,"52R2+VF2, Valencia 2001, Carabobo, Venezuela",10.1921271,-67.9988456,,,agua|alimentos|higiene|bebes|herramientas|medicinas|mascotas,false,,true,2026-06-28T16:37:44.36021+00:00,2026-06-28T16:37:44.36021+00:00
bf8db832-f2a8-4007-8a8d-1cc6119e6bff,MRW 1150 ALTAMIRA,MRW,Venezuela,Miranda,Caracas,"Av. San Juan Bosco de Altamira con 1ra transversal, Res. Excelsior, P.B., local 2.",10.4889629,-66.8748077,0426-8141177,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-27T00:45:23.42464+00:00,2026-06-27T00:45:23.42464+00:00
619e4c9a-03bf-46cf-a7b5-f4303f217b83,MRW 5170 MARACAY LA ROMANA,MRW,Venezuela,Aragua,Maracay,"C.C. Tiuna, Av. Bolívar Oeste N.° 198, sector La Romana, municipio Girardot, Maracay, Estado Aragua.",10.2543384,-67.6136697,0243-5561350,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-27T00:39:48.406515+00:00,2026-06-27T00:39:48.406515+00:00
c8fd6856-bc96-4a34-8852-6dddea53d18f,MRW 5140 MARACAY LA COOPERATIVA,MRW,Venezuela,Aragua,Maracay,"Av. Rafael Urdaneta, urb. Andrés Bello, local P.B.-3, sector La Cooperativa, Maracay, Estado Aragua.",10.268989,-67.580537,0424-3679093,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-27T00:39:46.640046+00:00,2026-06-27T00:39:46.640046+00:00
2a14c7cb-82e2-482e-9e3f-2ee0b9abdf44,MRW 5111 SANTA RITA,MRW,Venezuela,Aragua,Santa Rita,"Av. Generalísimo Francisco de Miranda, entre Prolongación y Andrés Bello, calle Andrés Bello, local N.° 75, sector Guaruto, Santa Rita, Estado Aragua.",10.2086005,-67.5694313,0424-3679093,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-27T00:39:45.045208+00:00,2026-06-27T00:39:45.045208+00:00
bae70da8-400b-4a78-b004-51cfb5276d43,MRW 5110 TURMERO ZONA INDUSTRIAL,MRW,Venezuela,Aragua,Turmero,"Av. Intercomunal Maracay-Turmero, C.C. Intercomunal Center, local N.° PB-6, sector La Morita, Turmero, Estado Aragua.",10.2286009,-67.5510235,0412-8878034,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-27T00:39:43.447501+00:00,2026-06-27T00:39:43.447501+00:00
f455a4bc-6c80-40ae-8804-676f8917c91a,MRW 5100 MARACAY LA DEMOCRACIA,MRW,Venezuela,Aragua,Maracay,"Av. Ayacucho Norte N.° 83, barrio La Democracia, Maracay, Estado Aragua.",10.2576291,-67.6096241,0243-5530224 / 0243-5530682,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-27T00:39:40.318363+00:00,2026-06-27T00:39:40.318363+00:00
389dbb53-0850-4908-8f84-e4c5800904ed,MRW 3000 BARCELONA,MRW,Venezuela,Anzoátegui,Barcelona,"Av. Fuerzas Armadas, Esq. calle Eulalia Buroz, Edif. Azgan, local 02. Sector Centro.",10.1373363,-64.6829436,0281-2744577 / 0412-0470668,,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,,true,2026-06-27T00:39:38.081387+00:00,2026-06-27T00:39:38.081387+00:00
2a6365db-1798-4eca-9d78-051bad179cda,MRW 1450 CAPITOLIO,MRW,Venezuela,Distrito Capital,Caracas,"Av. Baralt, Esq. Conde a Piñango, Casona N.° 11. Parr. Altagracia, al lado de la Jefatura Catedral.",10.5068851,-66.9168309,0424-2869324 / 0212-8623949,,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,,true,2026-06-27T00:39:35.679354+00:00,2026-06-27T00:39:35.679354+00:00
f5e84c36-31ae-4cb3-852c-4bc46c3e12b2,MRW 1430 ANDRÉS BELLO,MRW,Venezuela,Distrito Capital,Caracas,"Av. Andrés Bello, Colegio Nacional de Periodistas, local 4, P.B., frente a Pollos Riviera.",10.504,-66.8888,0412-0803164 / 0212-7931472,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:54:46.583742+00:00,2026-06-26T22:54:46.583742+00:00
06a30e12-9055-49cb-a656-653a9ee10d21,MRW 1470 LA CASTELLANA,MRW,Venezuela,Miranda,Caracas,"Calle Urdaneta con Ppal. de La Castellana, Quinta Aurana, P.B., a media cuadra del restaurant La Estancia.",10.4995,-66.858,0212-2650429 / 0212-265920,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:54:42.0282+00:00,2026-06-26T22:54:42.0282+00:00
fe602687-4764-4bcc-bc2b-7f9c4e0499a8,MRW 1420 EL VALLE,MRW,Venezuela,Distrito Capital,Caracas,"Av. Intercomunal del Valle, C.C. El Palmar, Res. Don Pedro, torre F, P.B.",10.4615,-66.9152,0424-2246336,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:54:34.829953+00:00,2026-06-26T22:54:34.829953+00:00
2b50c401-8cb8-4585-9662-27b9520e3d00,MRW 1280 CATIA,MRW,Venezuela,Distrito Capital,Caracas,"Av. Sucre, C.C. Oeste, nivel 3, local 038. Sector Catia.",10.5232,-66.937,0424-2953243 / 0212-8605582,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:54:31.746548+00:00,2026-06-26T22:54:31.746548+00:00
bb144192-74ec-45ef-98e8-66833862a3d9,MRW 1410 AV. CASANOVA,MRW,Venezuela,Distrito Capital,Caracas,"Inicio Av. Casanova, entre calle San Antonio y calle El Colegio, C.C. del Este, N.° 21. Diagonal al Hotel Kurssal, a media cuadra del Arabito de Sabana Grande.",10.4915,-66.876,0414-2614319,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:54:27.870441+00:00,2026-06-26T22:54:27.870441+00:00
799cc310-b354-4145-a279-2b3b92374af3,MRW 1300 SANTA MONICA,MRW,Venezuela,Distrito Capital,Caracas,"Av. Arturo Michelena c/c Agustín Codazzi, Qta. Ceiba, al lado de la farmacia Bama. Santa Mónica, Caracas.",10.479,-66.8885,0412-2092221 / 0212-6615615,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:54:26.672344+00:00,2026-06-26T22:54:26.672344+00:00
012a6f18-74c8-4331-a219-0dac458abff5,MRW 1270 BOLEÍTA,MRW,Venezuela,Miranda,Caracas,"Av. Las Palmas, Edif. Torre Don Leonardo, P.B., local 6. Boleíta Sur.",10.4965,-66.831,0424-1623744,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:54:20.650518+00:00,2026-06-26T22:54:20.650518+00:00
3f54d692-67e2-428c-b708-85d9781d6bb2,MRW 1260 EL CEMENTERIO,MRW,Venezuela,Distrito Capital,Caracas,"Av. Los Totumos, entre Av. Louis Braillet y Floresta, casa 20, local único. Prado de María.",10.4785,-66.9112,0424-1294585,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:54:19.289684+00:00,2026-06-26T22:54:19.289684+00:00
aaa8c0d3-1fb8-478f-ba05-03806395dfae,MRW 1250 EL HATILLO,MRW,Venezuela,Miranda,El Hatillo,"Calle Bolívar, local N.° 31, pueblo El Hatillo.",10.429,-66.8253,0412-8000159,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:54:18.358775+00:00,2026-06-26T22:54:18.358775+00:00
c3e5fb16-c991-48de-a74e-851ad9994848,MRW 1370 PANTIN,MRW,Venezuela,Miranda,Caracas,"Calle Pantin, entre calle Samán y Los Ángeles, frente a la Policía de Chacao. Urb. Estado Leal, Chacao.",10.4905,-66.854,0414-2684006,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:54:02.208432+00:00,2026-06-26T22:54:02.208432+00:00
5a420a65-5e80-4282-9126-39984fa553a9,MRW 1400 LA CANDELARIA,MRW,Venezuela,Distrito Capital,Caracas,"Perico a Puente Yánez, Edif. Serrano, P.B., local 3.",10.5048,-66.9042,0212-5768720 / 0212-5761686,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:54:00.932404+00:00,2026-06-26T22:54:00.932404+00:00
24b77415-8b43-4fe2-80b7-9b9a937319a6,MRW 1330 LA FLORIDA,MRW,Venezuela,Distrito Capital,Caracas,"Urb. La Florida, Av. Los Chaguaramos, Qta. Coroli.",10.501,-66.8775,0424-1214892 / 0212-7313463,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:53:58.618894+00:00,2026-06-26T22:53:58.618894+00:00
23df6e63-68e9-416d-8a74-c703a3d538e1,MRW 1310 EL BOSQUE,MRW,Venezuela,Distrito Capital,Caracas,"Calle El Carmen, entre Av. El Empalme y Av. Ppal. del Bosque, Qta. Torre La Vega, P.B., local 5. A media cuadra de Fedecámaras.",10.4918,-66.8672,0212-7302190 / 0212-7300790,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:53:57.109975+00:00,2026-06-26T22:53:57.109975+00:00
e6bd22fc-61dd-4acd-998e-2fd7792324b5,MRW 1281 PÉREZ BONALDE,MRW,Venezuela,Distrito Capital,Caracas,"Catia, entre calle Colombia y Atlántico, Edif. Lazio, P.B.",10.5245,-66.9412,0424-2450226 / 0424-2121395,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:53:55.654907+00:00,2026-06-26T22:53:55.654907+00:00
0f7cb692-3725-4b70-a082-a7976cdf77ba,MRW 1290 EL JUNQUITO,MRW,Venezuela,Distrito Capital,Caracas,"Urb. El Junko, carretera Caracas El Junquito, km 15, C.C. El Junko, nivel P.B., local 04-C, parroquia El Junquito, municipio Libertador.",10.461,-67.008,0424-1122845,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:53:54.541196+00:00,2026-06-26T22:53:54.541196+00:00
7ae3cf39-d23f-4bf7-84e1-3204b18685ce,MRW 4000 SAN FERNANDO,MRW,Venezuela,Apure,San Fernando,Calle Bolívar entre calles Piar y Girardot. Sector Centro.,7.886,-67.472,0412-8217085,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:53:21.298631+00:00,2026-06-26T22:53:21.298631+00:00
3fdd2921-bcc8-4246-b6b1-19e47e358d60,MRW 1460 ANTIMANO / LA YAGUARA,MRW,Venezuela,Distrito Capital,Caracas,"Calle Real, boulevard de Antímano, entre la Jefatura Civil y la Plaza Bolívar de Antímano.",10.4685,-66.9675,0212-4424631 / 0414-3361573,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:53:16.681463+00:00,2026-06-26T22:53:16.681463+00:00
5a89642e-febb-4282-ae59-fbc9b445ff28,MRW 1480 CHACAÍTO,MRW,Venezuela,Miranda,Caracas,"Av. Pichincha, entre salida del metro y Av. Tamanaco, C.C. Único, nivel P.B., local 5 y 6. Urb. El Rosal.",10.4902,-66.8685,0424-1384762,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:53:14.181044+00:00,2026-06-26T22:53:14.181044+00:00
61cf510b-5872-40aa-9733-1bcb782afa19,MRW 3020 EL TIGRE,MRW,Venezuela,Anzoátegui,El Tigre,"Av. Fco. de Miranda con calle 18 Sur, Edif. Los Geranios, N.° 2 y 3, frente a la panadería Siria.",8.8875,-64.2445,0283-2262862,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:53:10.943085+00:00,2026-06-26T22:53:10.943085+00:00
e26476ef-55f5-4770-b949-1c959dfa20a3,MRW 3010 ANACO,MRW,Venezuela,Anzoátegui,Anaco,"Av. José Antonio Anzoátegui, C.C. Anaco Center, local 79-C.",9.432,-64.458,0282-4249314,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:53:09.339525+00:00,2026-06-26T22:53:09.339525+00:00
b5b93ce1-0ca6-4870-9bba-7883aba09faf,MRW 1490 LA CALIFORNIA,MRW,Venezuela,Miranda,Caracas,"Av. Fco. de Miranda con Av. Madrid, C.C. Puertas del Este, local 5.",10.4815,-66.821,0414-2217571 / 0412-5486692,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:53:04.791228+00:00,2026-06-26T22:53:04.791228+00:00
5e352358-f419-48dd-bb53-3b4efd164713,MRW 1350 LECUNA,MRW,Venezuela,Distrito Capital,Caracas,"Calle Sur 3, Esq. Zamuros a Miseria, Edif. Inducentro, LoCaL 1, a 20 mts de Av. Lecuna. Santa Rosalía.",10.4962,-66.914,0424-1048705,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:53:03.482049+00:00,2026-06-26T22:53:03.482049+00:00
65886b05-90b3-46b7-a050-298a82911b03,MRW 1230 LAS MERCEDES,MRW,Venezuela,Miranda,Caracas,"Av. Veracruz, Edif. Matisco. Diagonal a Conatel.",10.4852,-66.8584,0414-3061008 / 0212-993978,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:53:00.87573+00:00,2026-06-26T22:53:00.87573+00:00
b8b1ac5e-903e-4ebe-8655-c266b65d3e44,MRW 3030 LAS GARZAS,MRW,Venezuela,Anzoátegui,Lechería,"Av. Jorge Rodríguez, C.C. MT, sector Las Garzas, local PB-18. Lechería.",10.185,-64.678,0422-6466424,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:52:57.151268+00:00,2026-06-26T22:52:57.151268+00:00
bc7708d7-5935-4081-b384-7e14b64d4789,MRW 3050 PÍRITU,MRW,Venezuela,Anzoátegui,Píritu,"Calle Bolívar, C.C. Los Delfines, nivel PB, local 5, sector Centro.",10.055,-65.033,0414-8411512,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:52:55.437984+00:00,2026-06-26T22:52:55.437984+00:00
16c3219f-7226-464e-bcd5-66b0c1ea4bef,MRW 3070 EL TIGRITO,MRW,Venezuela,Anzoátegui,El Tigrito,"C.C. Deca, P.B., local N.° 2, Av. Fernández Padilla, municipio San José de Guanipa.",8.982,-64.1585,0424-8836133,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:52:53.50427+00:00,2026-06-26T22:52:53.50427+00:00
fc0cbb3a-21cc-4ab2-baef-8edbd064fca8,MRW 2000 PUERTO AYACUCHO,MRW,Venezuela,Amazonas,Puerto Ayacucho,"Calle Principal, barrio Unión, zona centro.",5.663,-67.6255,0248-5214217 / 0426-8129824,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:52:50.342242+00:00,2026-06-26T22:52:50.342242+00:00
e19cf0ee-ea3f-41d6-a0db-d7ab7394f547,MRW 3080 PARIAGUÁN,MRW,Venezuela,Anzoátegui,Pariaguán,"Calle Bolívar cruce con Colombia, sector Centro, frente a la cooperativa de transporte Pariaguán Express, a pocos mts de Farmacia Continental.",8.8315,-64.7115,0414-9936454,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:52:47.984192+00:00,2026-06-26T22:52:47.984192+00:00
b7604db9-e91d-42e8-bbfc-cc936361257c,MRW 4020 SAN FERNANDO CENTRO,MRW,Venezuela,Apure,San Fernando,"Av. Caracas, a 50 mts del Paseo Libertador, Centro Empresarial Génesis, P.B., local 1. Sector Centro.",7.889,-67.475,0247-3412241,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:52:46.221506+00:00,2026-06-26T22:52:46.221506+00:00
b43400d0-b1ee-440a-8e6d-624a7fd767d4,MRW 4010 GUASDUALITO,MRW,Venezuela,Apure,Guasdualito,"Calle Sucre entre carrera Mariño y Simón Rodríguez, a cuadra y media de la Santísima Trinidad.",7.242,-70.732,0278-3320154 / 0414-7009856,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:52:44.876813+00:00,2026-06-26T22:52:44.876813+00:00
8758a818-3911-464d-bed7-b4f838122413,MRW 1220 LOS ROSALES,MRW,Venezuela,Distrito Capital,Caracas,"Av. Los Laureles con Av. Roosevelt, Res. Tiuna, local E, P.B. Frente a Plaza Tiuna.",10.4772,-66.9035,0424-1475120 / 0212-6930614,N/A,agua|alimentos|medicinas|ropa|higiene|bebes|mascotas,false,N/A,true,2026-06-26T22:52:43.694697+00:00,2026-06-26T22:52:43.694697+00:00
